id,Mã xã,Tên xã,Mã huyện
6212,24109,Xã Uar,637
6213,24112,Xã Chư Rcăm,637
6214,24115,Xã Krông Năng,637
6215,24043,Thị trấn Phú Thiện,638
6216,24046,Xã Chư A Thai,638
6217,24048,Xã Ayun Hạ,638
6218,24049,Xã Ia Ake,638
6219,24052,Xã Ia Sol,638
6220,24055,Xã Ia Piar,638
6221,24058,Xã Ia Peng,638
6222,24060,Xã Chrôh Pơnan,638
6223,24061,Xã Ia Hiao,638
6224,24067,Xã Ia Yeng,638
6225,23942,Thị trấn Nhơn Hòa,639
6226,23971,Xã Ia Hrú,639
6227,23972,Xã Ia Rong,639
6228,23974,Xã Ia Dreng,639
6229,23978,Xã Ia Hla,639
6230,23980,Xã Chư Don,639
6231,23983,Xã Ia Phang,639
6232,23986,Xã Ia Le,639
6233,23987,Xã Ia BLứ,639
6234,24130,Phường Thành Nhất,643
6235,24136,Phường Tân Lợi,643
6236,24145,Phường Tân Tiến,643
6237,24148,Phường Tự An,643
6238,24151,Phường Ea Tam,643
6239,24154,Phường Khánh Xuân,643
6240,24157,Xã Hòa Thuận,643
6241,24160,Xã Cư ÊBur,643
6242,24163,Xã Ea Tu,643
6243,24169,Xã Ea Kao,643
6244,24175,Xã Hòa Khánh,643
6245,24178,Xã Hòa Xuân,643
6246,24311,Phường Thiện An,644
6247,24318,Phường Đạt Hiếu,644
6248,24325,Xã Ea Blang,644
6249,24328,Xã Ea Drông,644
6250,24334,Xã Ea Siên,644
6251,24340,Xã Cư Bao,644
6252,24181,Thị trấn Ea Drăng,645
6253,24184,Xã Ea H'leo,645
6254,24187,Xã Ea Sol,645
6255,24190,Xã Ea Ral,645
6256,24193,Xã Ea Wy,645
6257,24194,Xã Cư A Mung,645
6258,24196,Xã Cư Mốt,645
6259,24199,Xã Ea Hiao,645
6260,24202,Xã Ea Khal,645
6261,24205,Xã DLiê Yang,645
6262,24207,Xã Ea Tir,645
6263,24208,Xã Ea Nam,645
6264,24211,Thị trấn Ea Súp,646
6265,24214,Xã Ia Lốp,646
6266,24215,Xã Ia JLơi,646
6267,24217,Xã Ea Rốk,646
6268,24220,Xã Ya Tờ Mốt,646
6269,24221,Xã Ia RVê,646
6270,24223,Xã Ea Lê,646
6271,24226,Xã Cư KBang,646
6272,24229,Xã Ea Bung,646
6273,24232,Xã Cư M'Lan,646
6274,24235,Xã Krông Na,647
6275,24238,Xã Ea Huar,647
6276,24241,Xã Ea Wer,647
6277,24247,Xã Cuôr KNia,647
6278,24250,Xã Ea Bar,647
6279,24253,Xã Ea Nuôl,647
6280,24256,Thị trấn Ea Pốk,648
6281,24259,Thị trấn Quảng Phú,648
6282,24264,Xã Ea Kuêh,648
6283,24265,Xã Ea Kiết,648
6284,24268,Xã Ea Tar,648
6285,24271,Xã Cư Dliê M'nông,648
6286,24274,Xã Ea H'đinh,648
6287,24277,Xã Ea Tul,648
6288,24280,Xã Ea KPam,648
6289,24283,Xã Ea M'DRóh,648
6290,24286,Xã Quảng Hiệp,648
6291,24289,Xã Cư M'gar,648
6292,24292,Xã Ea D'Rơng,648
6293,24295,Xã Ea M'nang,648
6294,24298,Xã Cư Suê,648
6295,24301,Xã Cuor Đăng,648
6296,24307,Xã Cư Né,649
6297,24310,Xã Chư KBô,649
6298,24313,Xã Cư Pơng,649
6299,24314,Xã Ea Sin,649
6300,24316,Xã Pơng Drang,649
6301,24319,Xã Ea Ngai,649
6302,24343,Thị trấn Krông Năng,650
6303,24346,Xã ĐLiê Ya,650
6304,24349,Xã Ea Tóh,650
6305,24352,Xã Ea Tam,650
6306,24359,Xã Ea Puk,650
6307,24360,Xã Ea Dăh,650
6308,24361,Xã Ea Hồ,650
6309,24367,Xã Cư Klông,650
6310,24370,Xã Ea Tân,650
6311,24373,Thị trấn Ea Kar,651
6312,24376,Thị trấn Ea Knốp,651
6313,24379,Xã Ea Sô,651
6314,24380,Xã Ea Sar,651
6315,24385,Xã Cư Huê,651
6316,24388,Xã Ea Tih,651
6317,24391,Xã Ea Đar,651
6318,24394,Xã Ea Kmút,651
6319,24397,Xã Cư Ni,651
6320,24400,Xã Ea Păl,651
6321,24401,Xã Cư Prông,651
6322,24403,Xã Ea Ô,651
6323,24404,Xã Cư ELang,651
6324,24406,Xã Cư Bông,651
6325,24409,Xã Cư Jang,651
6326,24412,Thị trấn M'Đrắk,652
6327,24415,Xã Cư Prao,652
6328,24418,Xã Ea Pil,652
6329,24421,Xã Ea Lai,652
6330,24424,Xã Ea H'MLay,652
6331,24427,Xã Krông Jing,652
6332,24430,Xã Ea M' Doal,652
6333,24433,Xã Ea Riêng,652
6334,24436,Xã Cư M'ta,652
6335,24439,Xã Cư K Róa,652
6336,24442,Xã Krông Á,652
6337,24444,Xã Cư San,652
6338,24445,Xã Ea Trang,652
6339,24448,Thị trấn Krông Kmar,653
6340,24451,Xã Dang Kang,653
6341,24454,Xã Cư KTy,653
6342,24460,Xã Hòa Tân,653
6343,24466,Xã Hòa Lễ,653
6344,24469,Xã Yang Reh,653
6345,24472,Xã Ea Trul,653
6346,24475,Xã Khuê Ngọc Điền,653
6347,24478,Xã Cư Pui,653
6348,24484,Xã Cư Drăm,653
6349,24487,Xã Yang Mao,653
6350,24490,Thị trấn Phước An,654
6351,24493,Xã KRông Búk,654
6352,24496,Xã Ea Kly,654
6353,24499,Xã Ea Kênh,654
6354,24502,Xã Ea Phê,654
6355,24505,Xã Ea KNuec,654
6356,24508,Xã Ea Yông,654
6357,24514,Xã Ea Kuăng,654
6358,24517,Xã Hòa Đông,654
6359,24520,Xã Ea Hiu,654
6360,24529,Xã Vụ Bổn,654
6361,24532,Xã Ea Uy,654
6362,24535,Xã Ea Yiêng,654
6363,24538,Thị trấn Buôn Trấp,655
6364,24556,Xã Dray Sáp,655
6365,24559,Xã Ea Na,655
6366,24565,Xã Ea Bông,655
6367,24568,Xã Băng A Drênh,655
6368,24571,Xã Dur KMăl,655
6369,24577,Xã Quảng Điền,655
6370,24580,Thị trấn Liên Sơn,656
6371,24583,Xã Yang Tao,656
6372,24586,Xã Bông Krang,656
6373,24589,Xã Đắk Liêng,656
6374,24592,Xã Buôn Triết,656
6375,24595,Xã Buôn Tría,656
6376,24598,Xã Đắk Phơi,656
6377,24601,Xã Đắk Nuê,656
6378,24604,Xã Krông Nô,656
6379,24607,Xã Nam Ka,656
6380,24610,Xã Ea R'Bin,656
6381,24540,Xã Ea Ning,657
6382,24541,Xã Cư Ê Wi,657
6383,24544,Xã Ea Ktur,657
6384,24547,Xã Ea Tiêu,657
6385,24550,Xã Ea BHốk,657
6386,24553,Xã Ea Hu,657
6387,24561,Xã Dray Bhăng,657
6388,24562,Xã Hòa Hiệp,657
6389,24611,Phường Nghĩa Đức,660
6390,24612,Phường Nghĩa Thành,660
6391,24614,Phường Nghĩa Phú,660
6392,24617,Phường Nghĩa Trung,660
6393,24618,Xã Đăk R'Moan,660
6394,24628,Xã Đắk Nia,660
6395,24622,Xã Đắk Ha,661
6396,24625,Xã Đắk R'Măng,661
6397,24634,Xã Đắk Plao,661
6398,24637,Xã Đắk Som,661
6399,24640,Thị trấn Ea T'Ling,662
6400,24643,Xã Đắk Wil,662
6401,24646,Xã Ea Pô,662
6402,24649,Xã Nam Dong,662
6403,24652,Xã Đắk DRông,662
6404,24655,Xã Tâm Thắng,662
6405,24658,Xã Cư Knia,662
6406,24661,Xã Trúc Sơn,662
6407,24664,Thị trấn Đắk Mil,663
6408,24667,Xã  Đắk Lao,663
6409,24670,Xã Đắk R'La,663
6410,24673,Xã Đắk Gằn,663
6411,24676,Xã Đức Mạnh,663
6412,24677,Xã Đắk N'Drót,663
6413,24679,Xã Đắk Sắk,663
6414,24682,Xã Thuận An,663
6415,24688,Thị trấn Đắk Mâm,664
6416,24691,Xã Đắk Sôr,664
6417,24694,Xã Buôn Choah,664
6418,24697,Xã Nam Đà,664
6419,24700,Xã Đắk Drô,664
6420,24703,Xã Nâm Nung,664
6421,24706,Xã Đức Xuyên,664
6422,24709,Xã Đắk Nang,664
6423,24715,Xã Nâm N'Đir,664
6424,24717,Thị trấn Đức An,665
6425,24718,Xã Đắk Môl,665
6426,24719,Xã Đắk Hòa,665
6427,24722,Xã Thuận Hà,665
6428,24724,Xã Thuận Hạnh,665
6429,24727,Xã Đắk N'Drung,665
6430,24728,Xã Nâm N'Jang,665
6431,24733,Thị trấn Kiến Đức,666
6432,24745,Xã Quảng Tín,666
6433,24750,Xã Đắk Wer,666
6434,24751,Xã Nhân Cơ,666
6435,24754,Xã Kiến Thành,666
6436,24757,Xã Đạo Nghĩa,666
6437,24760,Xã Đắk Sin,666
6438,24761,Xã Hưng Bình,666
6439,24763,Xã Đắk Ru,666
6440,24736,Xã Quảng Trực,667
6441,24739,Xã Đắk Búk So,667
6442,24742,Xã Đắk R'Tíh,667
6443,24746,Xã Đắk Ngo,667
6444,24775,Phường 12,672
6445,24796,Phường 10,672
6446,24799,Phường 11,672
6447,24808,Xã Tà Nung,672
6448,24810,Xã Trạm Hành,672
6449,24814,Phường Lộc Phát,673
6450,24817,Phường Lộc Tiến,673
6451,24826,Phường B'lao,673
6452,24829,Phường Lộc Sơn,673
6453,24832,Xã Đạm Bri,673
6454,24835,Xã Lộc Thanh,673
6455,24838,Xã Lộc Nga,673
6456,24841,Xã Lộc Châu,673
6457,24844,Xã Đại Lào,673
6458,24853,Xã Đạ Tông,674
6459,24856,Xã Đạ Long,674
6460,24859,Xã Đạ M' Rong,674
6461,24874,Xã Liêng Srônh,674
6462,24875,Xã Đạ Rsal,674
6463,24877,Xã Rô Men,674
6464,24886,Xã Phi Liêng,674
6465,24889,Xã Đạ K' Nàng,674
6466,24846,Thị trấn Lạc Dương,675
6467,24847,Xã Đạ Chais,675
6468,24848,Xã Đạ Nhim,675
6469,24850,Xã Đưng KNớ,675
6470,24862,Xã Lát,675
6471,24865,Xã Đạ Sar,675
6472,24868,Thị trấn Nam Ban,676
6473,24871,Thị trấn Đinh Văn,676
6474,24883,Xã Phi Tô,676
6475,24895,Xã Đạ Đờn,676
6476,24928,Thị trấn D'Ran,677
6477,24934,Xã Lạc Xuân,677
6478,24937,Xã Đạ Ròn,677
6479,24940,Xã Lạc Lâm,677
6480,24943,Xã Ka Đô,677
6481,24946,Xã Quảng Lập,677
6482,24949,Xã Ka Đơn,677
6483,24952,Xã Tu Tra,677
6484,24955,Xã Pró,677
6485,24958,Thị trấn Liên Nghĩa,678
6486,24961,Xã Hiệp An,678
6487,24967,Xã Hiệp Thạnh,678
6488,24973,Xã N'Thol Hạ,678
6489,24982,Xã Phú Hội,678
6490,24985,Xã Ninh Gia,678
6491,24988,Xã Tà Năng,678
6492,24989,Xã Đa Quyn,678
6493,24991,Xã Tà Hine,678
6494,24994,Xã Đà Loan,678
6495,24997,Xã Ninh Loan,678
6496,25000,Thị trấn Di Linh,679
6497,25003,Xã Đinh Trang Thượng,679
6498,25007,Xã Tân Lâm,679
6499,25012,Xã Tân Nghĩa,679
6500,25015,Xã Gia Hiệp,679
6501,25018,Xã Đinh Lạc,679
6502,25021,Xã Tam Bố,679
6503,25024,Xã Đinh Trang Hòa,679
6504,25027,Xã Liên Đầm,679
6505,25030,Xã Gung Ré,679
6506,25033,Xã Bảo Thuận,679
6507,25039,Xã Hòa Trung,679
6508,25048,Xã Sơn Điền,679
6509,25051,Xã Gia Bắc,679
6510,25054,Thị trấn Lộc Thắng,680
6511,25057,Xã Lộc Bảo,680
6512,25060,Xã Lộc Lâm,680
6513,25063,Xã Lộc Phú,680
6514,25066,Xã Lộc Bắc,680
6515,25069,Xã B' Lá,680
6516,25072,Xã Lộc Ngãi,680
6517,25075,Xã Lộc Quảng,680
6518,25078,Xã Lộc Tân,680
6519,25081,Xã Lộc Đức,680
6520,25087,Xã Tân Lạc,680
6521,25090,Xã Lộc Thành,680
6522,25093,Xã Lộc Nam,680
6523,25096,Thị trấn Đạ M'ri,681
6524,25099,Thị trấn Ma Đa Guôi,681
6525,25105,Xã Hà Lâm,681
6526,25108,Xã Đạ Tồn,681
6527,25111,Xã Đạ Oai,681
6528,25114,Xã Đạ Ploa,681
6529,25117,Xã Ma Đa Guôi,681
6530,25126,Thị trấn Đạ Tẻh,682
6531,25129,Xã An Nhơn,682
6532,25132,Xã Quốc Oai,682
6533,25138,Xã Quảng Trị,682
6534,25141,Xã Đạ Lây,682
6535,25147,Xã Triệu Hải,682
6536,25153,Xã Đạ Kho,682
6537,25156,Xã Đạ Pal,682
6538,25159,Thị trấn Cát Tiên,683
6539,25162,Xã Tiên Hoàng,683
6540,25165,Xã Phước Cát 2,683
6541,25168,Xã Gia Viễn,683
6542,25171,Xã Nam Ninh,683
6543,25180,Thị trấn Phước Cát,683
6544,25183,Xã Đức Phổ,683
6545,25189,Xã Quảng Ngãi,683
6546,25192,Xã Đồng Nai Thượng,683
6547,25216,Phường Thác Mơ,688
6548,25217,Phường Long Thủy,688
6549,25219,Phường Phước Bình,688
6550,25220,Phường Long Phước,688
6551,25237,Phường Sơn Giang,688
6552,25245,Xã Long Giang,688
6553,25249,Xã Phước Tín,688
6554,25195,Phường Tân Phú,689
6555,25198,Phường Tân Đồng,689
6556,25204,Phường Tân Xuân,689
6557,25210,Phường Tiến Thành,689
6558,25213,Xã Tiến Hưng,689
6559,25320,Phường Hưng Chiến,690
6560,25324,Phường An Lộc,690
6561,25326,Phường Phú Đức,690
6562,25336,Xã Thanh Phú,690
6563,25222,Xã Bù Gia Mập,691
6564,25225,Xã Đak Ơ,691
6565,25229,Xã Phú Văn,691
6566,25231,Xã Đa Kia,691
6567,25234,Xã Bình Thắng,691
6568,25270,Thị trấn Lộc Ninh,692
6569,25279,Xã Lộc Tấn,692
6570,25280,Xã Lộc Thạnh,692
6571,25282,Xã Lộc Hiệp,692
6572,25285,Xã Lộc Thiện,692
6573,25288,Xã Lộc Thuận,692
6574,25291,Xã Lộc Quang,692
6575,25297,Xã Lộc Thái,692
6576,25303,Xã Lộc Hưng,692
6577,25306,Xã Lộc Khánh,692
6578,25308,Thị trấn Thanh Bình,693
6579,25309,Xã Hưng Phước,693
6580,25310,Xã Phước Thiện,693
6581,25312,Xã Thiện Hưng,693
6582,25330,Xã An Khương,694
6583,25357,Thị trấn Tân Khai,694
6584,25360,Xã Đồng Nơ,694
6585,25438,Xã Tân Quan,694
6586,25363,Thị trấn Tân Phú,695
6587,25366,Xã Thuận Lợi,695
6588,25387,Xã Thuận Phú,695
6589,25396,Thị trấn Đức Phong,696
6590,25398,Xã Đường 10,696
6591,25399,Xã Đak Nhau,696
6592,25405,Xã Bom Bo,696
6593,25414,Xã Đồng Nai,696
6594,25417,Xã Đức Liễu,696
6595,25426,Xã Đăng Hà,696
6596,25432,Thị trấn Chơn Thành,697
6597,25450,Xã Nha Bích,697
6598,25453,Xã Minh Thắng,697
6599,25240,Xã Long Bình,698
6600,25252,Xã Bù Nho,698
6601,25255,Xã Long Hà,698
6602,25258,Xã Long Tân,698
6603,25261,Xã Phú Trung,698
6604,25264,Xã Phú Riềng,698
6605,25465,Phường Hiệp Ninh,703
6606,25471,Xã Thạnh Tân,703
6607,25483,Phường Ninh Thạnh,703
6608,25486,Thị trấn Tân Biên,705
6609,25492,Xã Thạnh Bắc,705
6610,25498,Xã Thạnh Bình,705
6611,25501,Xã Thạnh Tây,705
6612,25510,Xã Mỏ Công,705
6613,25513,Xã Trà Vong,705
6614,25516,Thị trấn Tân Châu,706
6615,25522,Xã Tân Đông,706
6616,25531,Xã Suối Ngô,706
6617,25534,Xã Suối Dây,706
6618,25540,Xã Thạnh Đông,706
6619,25552,Thị trấn Dương Minh Châu,707
6620,25555,Xã Suối Đá,707
6621,25558,Xã Phan,707
6622,25567,Xã Bàu Năng,707
6623,25570,Xã Chà Là,707
6624,25573,Xã Cầu Khởi,707
6625,25576,Xã Bến Củi,707
6626,25582,Xã Truông Mít,707
6627,25585,Thị trấn Châu Thành,708
6628,25588,Xã Hảo Đước,708
6629,25594,Xã Đồng Khởi,708
6630,25600,Xã An Cơ,708
6631,25603,Xã Biên Giới,708
6632,25606,Xã Hòa Thạnh,708
6633,25609,Xã Trí Bình,708
6634,25618,Xã Thanh Điền,708
6635,25624,Xã Ninh Điền,708
6636,25627,Xã Long Vĩnh,708
6637,25630,Thị trấn Hòa Thành,709
6638,25633,Xã Hiệp Tân,709
6639,25636,Xã Long Thành Bắc,709
6640,25639,Xã Trường Hòa,709
6641,25642,Xã Trường Đông,709
6642,25645,Xã Long Thành Trung,709
6643,25648,Xã Trường Tây,709
6644,25651,Xã Long Thành Nam,709
6645,25654,Thị trấn Gò Dầu,710
6646,25657,Xã Thạnh Đức,710
6647,25666,Xã Bàu Đồn,710
6648,25669,Xã Phước Thạnh,710
6649,25672,Xã Phước Đông,710
6650,25675,Xã Phước Trạch,710
6651,25678,Xã Thanh Phước,710
6652,25681,Thị trấn Bến Cầu,711
6653,25684,Xã Long Chữ,711
6654,25687,Xã Long Phước,711
6655,25693,Xã Tiên Thuận,711
6656,25696,Xã Long Khánh,711
6657,25699,Xã Lợi Thuận,711
6658,25702,Xã Long Thuận,711
6659,25705,Xã An Thạnh,711
6660,25708,Thị trấn Trảng Bàng,712
6661,25711,Xã Đôn Thuận,712
6662,25714,Xã Hưng Thuận,712
6663,25723,Xã Gia Bình,712
6664,25732,Xã An Tịnh,712
6665,25738,Xã Phước Chỉ,712
6666,25741,Phường Hiệp Thành,718
6667,25744,Phường Phú Lợi,718
6668,25747,Phường Phú Cường,718
6669,25753,Phường Phú Thọ,718
6670,25756,Phường Chánh Nghĩa,718
6671,25759,Phường Định Hòa,718
6672,25760,Phường Hòa Phú,718
6673,25762,Phường Phú Mỹ,718
6674,25763,Phường Phú Tân,718
6675,25771,Phường Tương Bình Hiệp,718
6676,25774,Phường Chánh Mỹ,718
6677,25816,Xã Trừ Văn Thố,719
6678,25819,Xã Cây Trường II,719
6679,25822,Xã Lai Uyên,719
6680,25828,Xã Long Nguyên,719
6681,25834,Xã Lai Hưng,719
6682,25777,Thị trấn Dầu Tiếng,720
6683,25783,Xã Minh Thạnh,720
6684,25789,Xã Định An,720
6685,25792,Xã Long Hòa,720
6686,25798,Xã Định Hiệp,720
6687,25801,Xã An Lập,720
6688,25810,Xã Thanh Tuyền,720
6689,25813,Phường Mỹ Phước,721
6690,25837,Phường Chánh Phú Hòa,721
6691,25840,Xã An Điền,721
6692,25843,Xã An Tây,721
6693,25846,Phường Thới Hòa,721
6694,25849,Phường Hòa Lợi,721
6695,25852,Phường Tân Định,721
6696,25858,Thị trấn Phước Vĩnh,722
6697,25861,Xã An Linh,722
6698,25864,Xã Phước Sang,722
6699,25867,Xã An Long,722
6700,25876,Xã Tam Lập,722
6701,25888,Phường Uyên Hưng,723
6702,25891,Phường Tân Phước Khánh,723
6703,25915,Xã Hội Nghĩa,723
6704,25920,Phường Tân Hiệp,723
6705,25921,Phường Khánh Bình,723
6706,25924,Xã Phú Chánh,723
6707,25933,Xã Tân Vĩnh Hiệp,723
6708,25936,Phường Thạnh Phước,723
6709,25937,Xã Thạnh Hội,723
6710,25939,Phường Thái Hòa,723
6711,25942,Phường Dĩ An,724
6712,25948,Phường Tân Đông Hiệp,724
6713,25951,Phường Bình An,724
6714,25954,Phường Bình Thắng,724
6715,25957,Phường Đông Hòa,724
6716,25963,Phường An Thạnh,725
6717,25966,Phường Lái Thiêu,725
6718,25969,Phường Bình Chuẩn,725
6719,25972,Phường Thuận Giao,725
6720,25978,Phường Hưng Định,725
6721,25984,Phường Bình Nhâm,725
6722,25987,Phường Bình Hòa,725
6723,25990,Phường Vĩnh Phú,725
6724,25894,Xã Tân Định,726
6725,25907,Xã Đất Cuốc,726
6726,25908,Xã Hiếu Liêm,726
6727,25909,Xã Lạc An,726
6728,25927,Xã Thường Tân,726
6729,25993,Phường Trảng Dài,731
6730,25999,Phường Tân Biên,731
6731,26002,Phường Hố Nai,731
6732,26011,Phường Bửu Long,731
6733,26017,Phường Tam Hiệp,731
6734,26020,Phường Long Bình,731
6735,26032,Phường Trung Dũng,731
6736,26035,Phường Tam Hòa,731
6737,26047,Phường Bình Đa,731
6738,26053,Phường Bửu Hòa,731
6739,26056,Phường Long Bình Tân,731
6740,26059,Phường Tân Vạn,731
6741,26062,Phường Tân Hạnh,731
6742,26065,Phường Hiệp Hòa,731
6743,26068,Phường Hóa An,731
6744,26374,Phường Tam Phước,731
6745,26071,Phường Xuân Trung,732
6746,26074,Phường Xuân Thanh,732
6747,26077,Phường Xuân Bình,732
6748,26089,Xã Bình Lộc,732
6749,26092,Xã Bảo Quang,732
6750,26095,Xã Suối Tre,732
6751,26098,Xã Bảo Vinh,732
6752,26104,Xã Bàu Sen,732
6753,26107,Xã Bàu Trâm,732
6754,26113,Xã Hàng Gòn,732
6755,26119,Xã Dak Lua,734
6756,26122,Xã Nam Cát Tiên,734
6757,26128,Xã Núi Tượng,734
6758,26131,Xã Tà Lài,734
6759,26134,Xã Phú Lập,734
6760,26164,Xã Trà Cổ,734
6761,26170,Thị trấn Vĩnh An,735
6762,26173,Xã Phú Lý,735
6763,26176,Xã Trị An,735
6764,26185,Xã Bình Lợi,735
6765,26188,Xã Thạnh Phú,735
6766,26200,Xã Mã Đà,735
6767,26206,Thị trấn Định Quán,736
6768,26212,Xã Phú Tân,736
6769,26218,Xã Phú Lợi,736
6770,26224,Xã Ngọc Định,736
6771,26227,Xã La Ngà,736
6772,26230,Xã Gia Canh,736
6773,26233,Xã Phú Ngọc,736
6774,26239,Xã Túc Trưng,736
6775,26245,Xã Suối Nho,736
6776,26248,Thị trấn Trảng Bom,737
6777,26254,Xã Cây Gáo,737
6778,26257,Xã Bàu Hàm,737
6779,26260,Xã Sông Thao,737
6780,26263,Xã Sông Trầu,737
6781,26272,Xã Hố Nai 3,737
6782,26275,Xã Tây Hòa,737
6783,26284,Xã Đồi 61,737
6784,26293,Xã Giang Điền,737
6785,26296,Xã An Viễn,737
6786,26299,Xã Gia Tân 1,738
6787,26302,Xã Gia Tân 2,738
6788,26305,Xã Gia Tân 3,738
6789,26308,Xã Gia Kiệm,738
6790,26314,Xã Bàu Hàm 2,738
6791,26320,Xã Lộ 25,738
6792,26323,Xã Xuân Thiện,738
6793,26326,Thị trấn Dầu Giây,738
6794,26329,Xã Sông Nhạn,739
6795,26332,Xã Xuân Quế,739
6796,26338,Xã Xuân Đường,739
6797,26341,Xã Long Giao,739
6798,26347,Xã Thừa Đức,739
6799,26350,Xã Bảo Bình,739
6800,26353,Xã Xuân Bảo,739
6801,26356,Xã Xuân Tây,739
6802,26359,Xã Xuân Đông,739
6803,26362,Xã Sông Ray,739
6804,26365,Xã Lâm San,739
6805,26368,Thị trấn Long Thành,740
6806,26383,Xã An Phước,740
6807,26389,Xã Long Đức,740
6808,26401,Xã Cẩm Đường,740
6809,26404,Xã Long An,740
6810,26407,Xã Suối Trầu,740
6811,26425,Thị trấn Gia Ray,741
6812,26431,Xã Suối Cao,741
6813,26449,Xã Xuân Tâm,741
6814,26455,Xã Xuân Hiệp,741
6815,26461,Xã Xuân Định,741
6816,26464,Xã Bảo Hòa,741
6817,26467,Xã Lang Minh,741
6818,26470,Xã Phước Thiền,742
6819,26476,Xã Đại Phước,742
6820,26479,Thị trấn Hiệp Phước,742
6821,26482,Xã Phú Hữu,742
6822,26488,Xã Phú Thạnh,742
6823,26494,Xã Long Thọ,742
6824,26497,Xã Vĩnh Thanh,742
6825,26500,Xã Phước Khánh,742
6826,26508,Phường Thắng Tam,747
6827,26521,Phường Thắng Nhì,747
6828,26526,Phường Nguyễn An Ninh,747
6829,26533,Phường Thắng Nhất,747
6830,26535,Phường Rạch Dừa,747
6831,26548,Phường Phước Hưng,748
6832,26551,Phường Phước Hiệp,748
6833,26554,Phường Phước Nguyên,748
6834,26557,Phường Long Toàn,748
6835,26558,Phường Long Tâm,748
6836,26560,Phường Phước Trung,748
6837,26563,Phường Long Hương,748
6838,26566,Phường Kim Dinh,748
6839,26574,Xã Bàu Chinh,750
6840,26575,Thị trấn Ngãi Giao,750
6841,26578,Xã Bình Ba,750
6842,26581,Xã Suối Nghệ,750
6843,26590,Xã Bình Giã,750
6844,26596,Xã Xà Bang,750
6845,26599,Xã Cù Bị,750
6846,26602,Xã Láng Lớn,750
6847,26611,Xã Suối Rao,750
6848,26614,Xã Đá Bạc,750
6849,26620,Thị trấn Phước Bửu,751
6850,26629,Xã Xuyên Mộc,751
6851,26632,Xã Bông Trang,751
6852,26638,Xã Bàu Lâm,751
6853,26644,Xã Hòa Hưng,751
6854,26653,Xã Bưng Riềng,751
6855,26659,Thị trấn Long Điền,752
6856,26662,Thị trấn Long Hải,752
6857,26665,Xã An Ngãi,752
6858,26671,Xã An Nhứt,752
6859,26674,Xã Phước Tỉnh,752
6860,26680,Thị trấn Đất Đỏ,753
6861,26683,Xã Phước Long Thọ,753
6862,26686,Xã Phước Hội,753
6863,26689,Xã Long Mỹ,753
6864,26692,Thị trấn Phước Hải,753
6865,26698,Xã Láng Dài,753
6866,26716,Phường Tân Phước,754
6867,26719,Phường Mỹ Xuân,754
6868,26722,Xã Sông Xoài,754
6869,26725,Phường Hắc Dịch,754
6870,26728,Xã Châu Pha,754
6871,26731,Xã Tóc Tiên,754
6872,99601,Khu dân cư số 01,755
6873,99602,Khu dân cư số 02,755
6874,99603,Khu dân cư số 03,755
6875,99604,Khu dân cư số 04,755
6876,99605,Khu dân cư số 05,755
6877,99606,Khu dân cư số 06,755
6878,99607,Khu dân cư số 07,755
6879,99608,Khu dân cư số 08,755
6880,99609,Khu dân cư số 09,755
6881,99610,Khu dân cư số 10,755
6882,26737,Phường Đa Kao,760
6883,26740,Phường Bến Nghé,760
6884,26743,Phường Bến Thành,760
6885,26746,Phường Nguyễn Thái Bình,760
6886,26752,Phường Cầu Ông Lãnh,760
6887,26755,Phường Cô Giang,760
6888,26758,Phường Nguyễn Cư Trinh,760
6889,26761,Phường Cầu Kho,760
6890,26764,Phường Thạnh Xuân,761
6891,26767,Phường Thạnh Lộc,761
6892,26773,Phường Thới An,761
6893,26776,Phường Tân Chánh Hiệp,761
6894,26779,Phường An Phú Đông,761
6895,26782,Phường Tân Thới Hiệp,761
6896,26785,Phường Trung Mỹ Tây,761
6897,26787,Phường Tân Hưng Thuận,761
6898,26788,Phường Đông Hưng Thuận,761
6899,26791,Phường Tân Thới Nhất,761
6900,26794,Phường Linh Xuân,762
6901,26797,Phường Bình Chiểu,762
6902,26800,Phường Linh Trung,762
6903,26803,Phường Tam Bình,762
6904,26806,Phường Tam Phú,762
6905,26809,Phường Hiệp Bình Phước,762
6906,26812,Phường Hiệp Bình Chánh,762
6907,26815,Phường Linh Chiểu,762
6908,26818,Phường Linh Tây,762
6909,26821,Phường Linh Đông,762
6910,26824,Phường Bình Thọ,762
6911,26827,Phường Trường Thọ,762
6912,26833,Phường Long Thạnh Mỹ,763
6913,26839,Phường Hiệp Phú,763
6914,26842,Phường Tăng Nhơn Phú A,763
6915,26845,Phường Tăng Nhơn Phú B,763
6916,26848,Phường Phước Long B,763
6917,26851,Phường Phước Long A,763
6918,26854,Phường Trường Thạnh,763
6919,26860,Phường Long Trường,763
6920,26866,Phường Phú Hữu,763
6921,26869,Phường 15,764
6922,26872,Phường 13,764
6923,26875,Phường 17,764
6924,26876,Phường 06,764
6925,26878,Phường 16,764
6926,26882,Phường 14,764
6927,26887,Phường 05,764
6928,26890,Phường 07,764
6929,26893,Phường 04,764
6930,26896,Phường 01,764
6931,26897,Phường 09,764
6932,26898,Phường 08,764
6933,26902,Phường 03,764
6934,26911,Phường 27,765
6935,26914,Phường 26,765
6936,26920,Phường 25,765
6937,26929,Phường 24,765
6938,26941,Phường 02,765
6939,26953,Phường 21,765
